-0.367,2.070,0.255,13.062,9.216,-49.988
-0.399,2.036,0.215,4.395,-0.488,-25.269
-0.449,1.954,0.171,-4.028,-8.362,-4.944
-0.502,1.852,0.114,-9.644,-15.869,8.972
-0.563,1.757,0.066,-12.268,-23.132,17.212
-0.620,1.681,-0.001,-12.634,-29.968,20.813
-0.661,1.633,-0.101,-10.864,-35.767,21.667
-0.715,1.607,-0.215,-7.507,-38.452,21.423
-0.762,1.590,-0.297,-3.174,-35.461,21.851
-0.790,1.578,-0.350,2.502,-28.015,23.376
-0.796,1.589,-0.355,8.972,-18.677,25.513
-0.797,1.576,-0.313,18.311,-10.132,28.137
-0.760,1.511,-0.294,27.710,-4.089,30.762
-0.750,1.483,-0.263,34.119,1.770,32.166
-0.743,1.493,-0.218,38.513,7.996,32.227
-0.715,1.530,-0.143,42.358,12.634,32.104
-0.695,1.575,-0.066,45.227,14.160,33.936
-0.685,1.587,-0.007,46.387,12.695,39.001
-0.665,1.565,0.053,46.753,9.705,46.448
-0.637,1.492,0.080,47.058,5.432,55.481
-0.608,1.396,0.086,44.922,1.099,64.453
-0.585,1.299,0.091,39.795,-2.625,71.899
-0.565,1.194,0.075,34.668,-5.737,77.698
-0.542,1.104,0.052,30.212,-7.996,81.848
-0.536,1.043,0.036,26.123,-9.827,84.045
-0.516,0.971,0.021,23.437,-10.864,84.167
-0.488,0.876,0.006,20.447,-11.292,82.642
-0.485,0.836,0.000,15.930,-11.414,78.674
-0.496,0.856,-0.004,10.315,-11.536,73.792
-0.504,0.893,-0.029,6.775,-12.024,69.458
-0.520,0.941,-0.059,7.080,-11.902,65.796
-0.543,0.983,-0.080,11.780,-9.827,63.416
-0.542,1.010,-0.085,19.714,-6.470,63.477
-0.530,1.018,-0.078,28.259,-1.831,66.284
-0.507,0.990,-0.039,35.400,2.869,71.106
-0.484,0.925,0.012,39.063,6.042,77.026
-0.466,0.839,0.058,37.781,6.653,83.069
-0.450,0.741,0.080,32.043,5.188,88.928
-0.422,0.615,0.098,22.705,2.502,93.506
-0.399,0.482,0.108,12.695,-0.854,94.910
-0.406,0.408,0.107,1.831,-4.761,92.407
-0.426,0.386,0.076,-7.874,-8.362,87.585
-0.440,0.393,0.025,-13.245,-10.376,81.543
-0.455,0.423,-0.006,-12.268,-9.583,75.134
-0.450,0.417,-0.015,-4.517,-7.019,69.519
-0.437,0.382,-0.010,5.371,-4.028,63.721
-0.433,0.357,0.001,13.306,-1.404,57.678
-0.425,0.345,0.016,18.799,0.427,51.514
-0.411,0.315,0.024,21.912,1.465,46.570
-0.406,0.282,0.054,22.034,1.770,42.236
-0.414,0.283,0.090,20.081,0.244,37.903
-0.415,0.311,0.102,16.235,-2.441,33.875
-0.420,0.335,0.092,10.803,-4.944,31.494
-0.429,0.343,0.092,5.920,-6.165,30.273
-0.439,0.353,0.096,1.953,-7.446,29.968
-0.442,0.342,0.093,-0.305,-8.972,30.457
-0.453,0.316,0.075,-1.648,-10.498,30.457
-0.467,0.288,0.051,-2.380,-11.292,29.602
-0.475,0.246,0.034,-2.319,-11.414,27.832
-0.480,0.193,0.027,-1.892,-10.498,24.719
-0.491,0.163,0.035,-2.625,-9.216,20.020
-0.504,0.153,0.044,-4.272,-8.606,14.038
-0.512,0.169,0.048,-5.127,-8.362,7.568
-0.523,0.205,0.042,-4.883,-8.667,0.610
-0.549,0.254,0.021,-3.357,-9.399,-5.493
-0.574,0.312,-0.008,-1.038,-10.071,-10.925
-0.603,0.364,-0.035,1.465,-9.399,-15.564
-0.635,0.396,-0.041,4.150,-7.874,-18.982
-0.660,0.432,-0.033,5.554,-6.042,-21.301
-0.682,0.475,-0.013,5.066,-4.395,-22.461
-0.701,0.514,0.000,2.625,-3.784,-22.034
-0.719,0.550,-0.003,-0.732,-3.784,-20.447
-0.738,0.578,-0.019,-3.845,-3.967,-19.043
-0.744,0.597,-0.042,-5.554,-3.662,-18.250
-0.750,0.617,-0.058,-4.822,-2.686,-19.104
-0.759,0.641,-0.064,-2.136,-1.221,-20.813
-0.768,0.677,-0.049,1.160,0.854,-22.522
-0.773,0.717,-0.019,3.845,2.563,-24.109
-0.773,0.757,0.006,5.127,3.601,-24.353
-0.774,0.783,0.023,4.883,3.662,-23.254
-0.782,0.800,0.035,4.517,3.052,-21.240
-0.785,0.808,0.041,3.662,1.953,-18.311
-0.786,0.806,0.038,1.770,0.916,-14.771
-0.794,0.795,0.021,-0.977,-0.122,-10.986
-0.799,0.780,0.007,-3.296,-0.366,-7.874
-0.804,0.762,0.004,-3.967,-0.183,-5.737
-0.802,0.728,0.000,-3.418,0.854,-4.700
-0.795,0.709,0.000,-3.723,2.075,-4.395
-0.789,0.714,0.001,-4.883,2.869,-4.639
-0.787,0.731,0.002,-5.676,3.418,-5.066
-0.781,0.750,-0.001,-5.432,3.662,-5.493
-0.775,0.766,-0.007,-4.028,4.456,-5.798
-0.769,0.774,-0.006,-2.197,5.615,-5.798
-0.765,0.784,0.004,-0.427,6.592,-5.432
-0.753,0.781,0.022,1.526,7.385,-5.127
-0.741,0.769,0.044,2.625,7.751,-4.333
-0.731,0.759,0.062,2.930,7.080,-3.296
-0.725,0.753,0.071,2.258,5.737,-2.319
-0.716,0.743,0.070,0.977,4.028,-1.099
-0.713,0.730,0.058,-0.305,2.563,0.366
-0.706,0.715,0.048,-1.404,1.770,1.282
-0.703,0.708,0.045,-1.770,1.404,1.526
-0.701,0.709,0.056,-1.343,0.977,1.404
-0.697,0.707,0.063,-0.366,0.427,0.977
-0.689,0.691,0.057,0.610,0.000,0.793
-0.688,0.675,0.042,0.916,-0.549,0.549
-0.693,0.676,0.035,0.488,-0.610,-0.549
-0.696,0.681,0.030,0.549,-0.488,-1.465
-0.697,0.694,0.023,1.160,-0.061,-1.892
-0.694,0.696,0.024,2.136,0.854,-1.892
-0.688,0.687,0.038,2.808,1.526,-1.160
-0.680,0.677,0.058,2.808,1.953,-0.244
-0.674,0.670,0.078,2.014,1.465,0.427
-0.668,0.663,0.083,0.793,-0.061,0.671
-0.665,0.661,0.064,-0.244,-2.014,0.732
-0.671,0.663,0.048,-0.549,-3.296,0.488
-0.680,0.678,0.039,-0.305,-3.784,-0.305
-0.685,0.685,0.034,0.488,-3.662,-0.671
-0.691,0.674,0.012,0.977,-3.418,-0.732

-0.933,1.510,-0.634,-21.362,-27.405,-56.030
-0.976,1.707,-0.719,-9.033,-13.794,-57.251
-1.001,1.852,-0.690,1.587,2.747,-52.551
-1.012,1.946,-0.563,9.888,19.287,-42.542
-1.007,1.953,-0.401,18.494,31.555,-29.724
-0.987,1.894,-0.236,27.161,38.330,-16.235
-0.955,1.789,-0.094,32.776,39.795,-4.089
-0.927,1.642,0.004,34.729,36.987,6.226
-0.895,1.518,0.051,33.081,30.701,13.184
-0.875,1.452,0.069,28.931,22.949,16.724
-0.879,1.442,0.074,24.231,14.404,18.066
-0.889,1.481,0.018,21.118,6.348,18.799
-0.900,1.539,-0.034,20.813,0.854,20.569
-0.905,1.629,-0.073,24.536,-0.793,23.682
-0.891,1.578,-0.086,31.677,-0.916,29.907
-0.879,1.529,-0.070,38.879,-0.549,33.691
-0.848,1.498,-0.034,44.250,-0.854,34.546
-0.823,1.465,-0.019,47.546,-3.235,36.621
-0.802,1.394,-0.027,47.852,-6.042,40.405
-0.776,1.335,-0.061,45.532,-8.728,43.152
-0.752,1.355,-0.079,41.626,-11.353,45.959
-0.753,1.337,-0.120,37.781,-13.306,51.025
-0.746,1.359,-0.185,35.461,-13.550,58.716
-0.723,1.298,-0.207,35.706,-10.254,69.763
-0.693,1.165,-0.183,36.377,-5.371,82.458
-0.636,0.977,-0.138,34.851,-0.854,91.675
-0.602,0.808,-0.098,29.724,0.916,96.924
-0.581,0.684,-0.057,20.264,0.732,98.755
-0.563,0.588,-0.050,7.080,-0.916,98.206
-0.566,0.559,-0.069,-6.042,-3.052,94.788
-0.572,0.530,-0.106,-14.709,-3.601,89.478
-0.568,0.590,-0.133,-17.090,-1.831,83.252
-0.557,0.600,-0.116,-14.221,1.465,79.590
-0.543,0.591,-0.106,-7.629,5.310,76.355
-0.523,0.592,-0.092,0.793,9.583,72.327
-0.499,0.557,-0.040,8.789,13.367,69.641
-0.478,0.510,0.011,14.526,15.503,67.810
