-0.395,-0.964,2.006,-19.653,-63.904,8.362
0.317,-0.784,2.344,-19.958,-128.113,-86.975
0.449,-0.616,2.163,1.160,-178.284,-150.085
0.236,-0.270,1.519,27.344,-198.792,-162.170
-0.114,0.092,1.255,48.828,-170.532,-134.583
-0.517,0.176,1.600,55.176,-108.276,-85.632
-0.631,-0.038,2.724,33.142,-51.697,-49.866
-0.109,-0.231,3.988,-24.902,-43.457,-50.415
0.608,-0.319,4.000,-75.684,-93.506,-70.618
1.132,-0.377,4.000,-68.604,-161.621,-81.909
1.200,-0.251,3.872,-25.208,-197.876,-72.449
0.869,0.093,2.688,10.864,-174.072,-45.898
0.602,0.249,1.972,40.161,-101.135,-11.963
0.274,0.175,1.845,47.607,-18.677,21.606
-0.080,-0.131,2.014,40.405,35.217,45.898
-0.330,-0.370,2.070,24.231,47.668,52.063
-0.498,-0.481,1.992,15.625,24.536,44.556
-0.559,-0.386,1.751,10.315,-14.465,33.997
-0.561,-0.171,1.522,2.136,-51.453,28.198
-0.478,-0.019,1.476,-7.324,-75.378,29.602
-0.358,0.077,1.582,-22.095,-86.060,37.109
-0.258,0.113,1.729,-34.790,-89.905,46.997
-0.167,0.092,1.825,-38.330,-88.379,55.237
-0.077,0.049,1.895,-33.264,-82.031,58.350
-0.022,0.037,1.942,-23.315,-73.486,53.894
-0.008,0.048,1.927,-12.634,-66.345,43.945
0.007,0.032,1.873,-5.737,-61.157,31.616
-0.004,-0.011,1.839,-2.075,-56.580,18.616
-0.019,-0.011,1.758,-0.183,-51.697,7.019
-0.068,0.053,1.671,1.892,-46.265,-0.244
-0.104,0.062,1.630,3.479,-41.260,-0.854
-0.102,0.037,1.587,3.296,-38.147,3.784
-0.110,0.023,1.548,1.038,-36.133,9.460
-0.113,-0.030,1.481,1.953,-35.339,13.977
-0.100,-0.066,1.413,3.662,-35.034,13.184
-0.074,-0.075,1.348,6.042,-32.471,5.981
-0.081,-0.060,1.288,9.094,-28.015,-3.906
-0.099,-0.021,1.228,11.353,-22.888,-13.550
-0.127,0.019,1.195,12.146,-17.639,-21.423
-0.159,0.056,1.204,13.245,-13.123,-24.109
-0.169,0.066,1.208,13.611,-10.498,-21.179
-0.164,0.080,1.203,12.451,-9.949,-13.794
-0.141,0.089,1.174,10.559,-9.705,-5.249
-0.105,0.075,1.139,9.460,-8.301,2.441
-0.073,0.067,1.116,8.911,-5.188,8.789
-0.062,0.058,1.100,9.216,-1.526,13.672
-0.068,0.029,1.071,11.719,2.563,17.395
-0.098,0.013,1.047,14.893,7.019,19.836
-0.134,0.015,1.052,16.541,11.353,20.447
-0.144,0.031,1.089,16.296,14.099,20.020
-0.124,0.035,1.106,15.991,14.099,18.860
-0.109,0.038,1.087,17.151,11.963,16.907
-0.101,0.062,1.055,17.761,9.033,14.099
-0.083,0.062,0.991,18.005,6.836,10.193
-0.087,0.063,0.909,18.311,6.836,5.554
-0.126,0.054,0.862,19.470,8.972,0.610
-0.166,0.020,0.835,21.118,12.329,-3.906
-0.197,-0.003,0.845,21.423,15.320,-7.751
-0.218,-0.024,0.883,20.691,16.113,-10.681
-0.223,-0.040,0.917,19.958,13.672,-11.597
-0.206,-0.032,0.943,18.005,8.667,-10.681
-0.181,-0.020,0.921,16.052,3.296,-7.629
-0.169,0.012,0.865,15.137,-0.427,-3.784
-0.176,0.031,0.829,13.855,-0.732,1.465
-0.169,0.049,0.807,10.803,2.441,7.629
-0.151,0.051,0.801,6.042,7.263,13.245
-0.132,0.035,0.830,0.732,11.108,17.456
-0.109,0.009,0.911,-4.028,12.878,19.592
-0.077,-0.022,0.992,-7.568,12.085,19.470
-0.036,-0.060,1.006,-9.399,8.911,18.433
-0.006,-0.084,0.967,-10.498,5.798,17.090
-0.023,-0.104,0.895,-8.484,5.188,15.198
-0.064,-0.128,0.827,-3.845,8.240,13.123
-0.097,-0.128,0.796,1.282,13.306,10.437
-0.121,-0.132,0.805,5.188,17.456,7.324
-0.117,-0.119,0.828,6.470,19.470,4.089
-0.085,-0.094,0.855,6.226,18.555,1.587
-0.047,-0.067,0.885,4.761,15.015,0.061
-0.006,-0.027,0.888,0.671,11.292,0.000
0.023,0.009,0.879,-4.272,8.911,1.282
0.032,0.013,0.857,-7.019,9.033,4.395
0.011,-0.005,0.834,-6.592,11.719,7.812
-0.022,-0.040,0.837,-5.066,16.357,10.193
-0.050,-0.082,0.857,-3.967,21.545,10.071
-0.067,-0.115,0.901,-3.662,25.208,7.202
-0.062,-0.141,0.942,-1.587,26.001,1.953
-0.053,-0.122,0.990,-0.671,24.170,-3.845
-0.040,-0.065,1.029,-2.441,20.447,-7.385
-0.013,-0.016,1.047,-4.761,15.686,-8.301
0.002,0.013,1.028,-6.653,10.864,-6.287
-0.006,0.035,1.000,-8.301,7.507,-2.808
-0.006,0.044,0.981,-10.254,6.409,1.770
-0.010,0.035,0.976,-12.634,7.202,5.188
-0.025,0.029,0.957,-17.273,9.216,6.958
-0.058,0.016,0.936,-20.691,10.376,6.958
-0.096,-0.005,0.940,-20.996,9.705,5.859
