-0.349,-0.469,-1.741,39.001,-53.162,38.208
-0.278,-0.539,-1.647,24.292,-20.264,37.476
-0.273,-0.600,-1.549,17.090,8.057,29.785
-0.313,-0.635,-1.528,11.719,31.311,16.785
-0.365,-0.601,-1.478,1.709,53.711,2.258
-0.413,-0.483,-1.281,-15.076,77.271,-9.216
-0.462,-0.376,-1.062,-34.851,97.717,-16.602
-0.496,-0.291,-0.870,-52.551,112.488,-21.179
-0.510,-0.216,-0.682,-67.505,123.596,-24.109
-0.522,-0.163,-0.497,-78.613,133.667,-24.780
-0.518,-0.151,-0.330,-84.351,141.602,-23.315
-0.507,-0.183,-0.200,-84.290,146.057,-21.240
-0.491,-0.234,-0.084,-80.017,147.278,-20.203
-0.471,-0.282,-0.014,-73.853,144.104,-21.484
-0.453,-0.318,0.024,-67.383,136.169,-24.780
-0.443,-0.342,0.008,-61.768,124.634,-29.175
-0.449,-0.370,-0.105,-57.373,111.023,-35.156
-0.449,-0.363,-0.242,-55.603,99.548,-42.908
-0.464,-0.328,-0.325,-58.044,94.604,-50.354
-0.467,-0.301,-0.376,-60.913,94.299,-55.908
-0.448,-0.289,-0.398,-62.195,97.229,-60.913
-0.444,-0.291,-0.440,-63.904,101.257,-66.833
-0.442,-0.263,-0.502,-67.261,106.506,-74.585
-0.420,-0.198,-0.537,-72.815,115.051,-82.397
-0.405,-0.122,-0.528,-80.261,127.197,-88.562
-0.383,-0.021,-0.481,-89.050,141.602,-93.506
-0.333,0.098,-0.334,-100.403,156.433,-96.802
-0.299,0.170,-0.103,-113.586,168.701,-97.473
-0.276,0.205,0.128,-127.197,171.997,-96.436
-0.302,0.243,0.259,-141.113,164.734,-96.130
-0.338,0.337,0.262,-156.189,152.405,-98.389
-0.374,0.464,0.267,-171.326,145.874,-101.440
-0.488,0.722,0.276,-180.420,150.085,-101.990
-0.579,1.018,0.324,-178.833,166.687,-97.412
-0.589,1.166,0.548,-171.509,196.960,-83.008
-0.562,1.185,0.987,-165.588,230.774,-60.486
-0.523,1.140,1.385,-164.307,250.916,-36.499
-0.421,1.038,1.664,-170.166,255.615,-16.052
-0.348,0.968,1.865,-180.481,251.892,-3.967
-0.332,0.929,2.182,-196.838,243.591,0.366
-0.352,0.938,2.534,-217.834,225.769,2.502
-0.394,0.990,2.800,-231.934,194.458,5.859
-0.436,1.086,2.978,-230.957,155.579,10.681
-0.473,1.145,3.035,-206.482,115.845,16.541
-0.489,1.102,2.876,-158.020,77.820,23.560
-0.498,0.936,2.555,-98.083,47.119,29.175
-0.513,0.694,2.183,-37.415,29.480,30.457
-0.527,0.506,1.869,12.634,23.560,26.978
-0.537,0.336,1.618,47.302,24.414,22.583
-0.536,0.243,1.431,68.298,28.198,20.081
-0.529,0.138,1.364,80.444,32.532,19.470
-0.514,0.021,1.304,86.853,31.799,19.409
-0.506,-0.054,1.219,87.341,25.635,15.869
-0.513,-0.103,1.146,84.961,18.127,10.864
-0.535,-0.114,1.077,80.383,9.583,5.188
-0.568,-0.097,0.990,73.608,0.000,0.000
